id,material_id,energy,energy_per_atom,formation_energy_per_atom,elasticity.K_VRH,name
3377,mp-862901,-25.96221773,-6.490554433,-4.237506252,145,3377
3378,mp-863671,-23.68726008,-5.92181502,-0.203144914,81,3378
3379,mp-863674,-8.53613535,-2.134033838,-0.441139148,63,3379
3380,mp-863679,-36.68509159,-9.171272898,-0.427777823,181,3380
3381,mp-863711,-25.76550192,-6.44137548,-0.87324202,153,3381
3382,mp-863738,-18.87230589,-4.718076473,-0.761426108,102,3382
3383,mp-864651,-44.14708863,-11.03677216,-0.26395998,225,3383
3384,mp-864756,-8.65147041,-2.162867603,-0.305925054,31,3384
3385,mp-864763,-13.77661643,-3.444154108,-0.362498368,42,3385
3386,mp-864893,-9.65491749,-2.413729373,-0.361746796,64,3386
3387,mp-864896,-36.00671494,-9.001678735,-0.360593994,164,3387
3388,mp-864904,-12.3066776,-3.0766694,-0.288251959,77,3388
3389,mp-864920,-19.1256826,-4.78142065,-0.608330743,117,3389
3390,mp-864923,-15.87142707,-3.967856768,-0.665524167,111,3390
3391,mp-864939,-35.15466529,-8.788666323,-0.575664665,167,3391
3392,mp-865109,-11.78097262,-2.945243155,-0.256940325,37,3392
3393,mp-865110,-8.050249,-2.01256225,-0.10445606,24,3393
3394,mp-865131,-41.66276204,-10.41569051,-0.795637122,202,3394
3395,mp-865152,-19.04068095,-4.760170238,-0.836308831,123,3395
3396,mp-865174,-28.28198527,-7.070496318,-0.68539465,163,3396
3397,mp-865178,-39.78011611,-9.945029028,-0.922201648,193,3397
3398,mp-865248,-34.67290933,-8.668227333,-0.386941918,178,3398
3399,mp-865273,-36.60853988,-9.15213497,-0.030207913,136,3399
3400,mp-865460,-14.32761205,-3.581903013,-0.182500512,20,3400
3401,mp-865469,-36.24651092,-9.06162773,-0.505077415,188,3401
3402,mp-865520,-20.66712263,-5.166780658,-0.735467828,98,3402
3403,mp-865548,-25.82050677,-6.455126693,-0.239283653,159,3403
3404,mp-865594,-28.1654094,-7.04135235,-0.573905749,101,3404
3405,mp-865707,-29.26000346,-7.315000865,-0.67390913,180,3405
3406,mp-865747,-55.50062748,-5.550062748,-0.79724905,72,3406
3407,mp-865757,-22.2149588,-5.5537397,-0.742563622,128,3407
3408,mp-865768,-38.19746634,-9.549366585,-0.504579935,206,3408
3409,mp-865812,-9.05409833,-2.263524583,-0.45505874,52,3409
3410,mp-865854,-16.37271653,-4.093179133,-0.463952438,59,3410
3411,mp-865901,-25.76735407,-6.441838518,-0.59697874,227,3411
3412,mp-865964,-11.85878824,-2.96469706,-0.512296205,21,3412
3413,mp-866037,-24.90237,-6.2255925,-0.35435979,200,3413
3414,mp-866218,-34.60820905,-8.652052263,-0.579471835,190,3414
3415,mp-867222,-15.69033323,-3.922583308,-0.236013622,48,3415
3416,mp-867227,-13.46853758,-3.367134395,-0.417715328,48,3416
3417,mp-867326,-27.83443659,-6.958609148,-0.932596565,180,3417
3418,mp-867342,-11.642127,-2.91053175,-0.324461703,22,3418
3419,mp-867751,-12.99543646,-3.248859115,-0.542921738,40,3419
3420,mp-867769,-25.42192559,-6.355481398,-0.78824419,148,3420
3421,mp-867805,-10.0210844,-2.5052711,-0.271286539,15,3421
3422,mp-867882,-14.81015089,-3.702537723,-0.659625638,80,3422
3423,mp-867896,-16.81080275,-4.202700688,-0.255114925,102,3423
3424,mp-867915,-25.35288522,-6.338221305,-0.443922651,149,3424
3425,mp-8780,-86.39977082,-9.599974536,-0.513785493,285,3425
3426,mp-8804,-127.3170689,-5.787139493,-0.868133947,83,3426
3427,mp-8843,-58.20338333,-4.850281944,-0.753828995,68,3427
3428,mp-8932,-40.75894506,-4.075894506,-0.467741082,21,3428
3429,mp-9056,-46.58018144,-5.82252268,-3.041586633,9,3429
3430,mp-9179,-73.94639995,-6.162199996,-2.231929761,60,3430
3431,mp-9247,-21.994663,-4.3989326,-0.512052542,57,3431
3432,mp-9350,-32.79338964,-5.46556494,-0.724277515,100,3432
3433,mp-941221,-331.2270834,-5.018592172,-0.336359502,16,3433
3434,mp-9575,-21.01961352,-3.50326892,-0.244157152,57,3434
3435,mp-9586,-51.62670666,-6.453338333,-1.193443394,71,3435
3436,mp-961664,-18.47094702,-6.15698234,-0.073269643,120,3436
3437,mp-961674,-20.16563185,-6.721877283,-0.13161878,107,3437
3438,mp-961713,-21.68202806,-7.227342687,-1.023708247,130,3438
3439,mp-962065,-7.86447147,-2.62149049,-0.061077501,29,3439
3440,mp-969,-20.1228524,-3.353808733,-0.343559756,55,3440
3441,mp-971833,-20.71106362,-5.177765905,0.449116935,55,3441
3442,mp-971951,-33.38262982,-8.345657455,-0.417155055,137,3442
3443,mp-972,-13.33991667,-6.669958335,-0.341149361,36,3443
3444,mp-972202,-22.7194964,-5.6798741,0.404161923,138,3444
3445,mp-972396,-38.59478753,-9.648696883,-0.299612049,167,3445
3446,mp-972626,-16.81827059,-4.204567648,-0.631183778,79,3446
3447,mp-972641,-29.94551397,-7.486378493,-0.742140446,128,3447
3448,mp-972653,-15.43113889,-3.857784723,-0.351935426,51,3448
3449,mp-972722,-20.79161605,-5.197904013,-0.524602348,70,3449
3450,mp-972892,-3.27679059,-0.546131765,-0.026958262,21,3450
3451,mp-972907,-20.68714793,-5.171786983,-0.361026208,79,3451
3452,mp-972941,-26.80086678,-3.350108348,-0.107240311,32,3452
3453,mp-972985,-23.22141595,-4.64428319,-0.839506731,100,3453
3454,mp-973316,-13.70242311,-1.712802889,0.046945003,16,3454
3455,mp-973364,-6.34780932,-1.58695233,0.009943587,35,3455
3456,mp-973446,-10.272606,-2.5681515,1.504179328,13,3456
3457,mp-973681,-34.11132534,-6.822265068,-1.902973771,189,3457
3458,mp-973826,-16.09365282,-4.023413205,-0.404432784,52,3458
3459,mp-973830,-30.10908084,-6.021816168,-2.338852137,65,3459
3460,mp-973847,-15.96145465,-3.990363663,-0.450472479,55,3460
3461,mp-973884,-16.75908983,-4.189772458,0.221001147,166,3461
3462,mp-973910,-22.04263596,-5.51065899,-0.145995533,106,3462
3463,mp-974372,-49.76475026,-6.220593783,0.157266257,168,3463
3464,mp-9744,-14.54883164,-4.849610547,-0.931621937,59,3464
3465,mp-974464,-41.18085767,-5.147607209,0.393327084,156,3465
3466,mp-974972,-8.05804533,-2.014511333,1.210185414,23,3466
3467,mp-975390,-6.06932199,-1.517330498,0.227400072,10,3467
3468,mp-975439,-31.02091392,-7.75522848,-0.015701161,165,3468
3469,mp-975638,-23.44859777,-5.862149443,0.212821109,41,3469
3470,mp-975658,-36.88921766,-4.611152208,0.020879231,40,3470
3471,mp-975793,-15.32495419,-3.831238548,-0.336422702,53,3471
3472,mp-975797,-18.89336752,-4.72334188,0.010144764,38,3472
3473,mp-975909,-13.1474573,-3.286864325,-0.354222457,95,3473
3474,mp-976273,-85.1794907,-8.51794907,-0.696633556,129,3474
3475,mp-976284,-38.72687018,-7.745374036,-2.314697323,99,3475
3476,mp-976292,-4.64179812,-2.32089906,0.384815778,38,3476
3477,mp-977123,-35.21913956,-7.043827912,-2.654973462,148,3477
3478,mp-978261,-23.90689413,-5.976723533,-0.039511034,129,3478
3479,mp-978545,-14.10484329,-3.526210823,-0.383330065,58,3479
3480,mp-978796,-16.71256487,-4.178141218,-0.471182023,57,3480
3481,mp-978926,-34.41882555,-6.88376511,-2.469327007,149,3481
3482,mp-979258,-11.72402434,-2.931006085,-0.391018937,69,3482
3483,mp-979431,-14.95335361,-3.738338403,-0.361851806,67,3483
3484,mp-979465,-17.34565487,-2.168206859,-0.309134155,56,3484
3485,mp-979931,-36.1834456,-9.0458614,-0.266821921,179,3485
3486,mp-980021,-15.02053189,-3.755132973,0.206397095,48,3486
3487,mp-981547,-16.92086946,-4.230217365,-0.605190083,84,3487
3488,mp-981550,-29.94623337,-5.989246674,-2.350728899,83,3488
3489,mp-983230,-12.8065595,-3.201639875,0.739275225,67,3489
3490,mp-984357,-16.7938521,-3.35877042,-0.410210875,106,3490
3491,mp-989516,-25.91818254,-2.591818254,-1.365971274,20,3491
3492,mp-998896,-14.54962758,-7.27481379,0.571608448,96,3492
3493,mp-9989,-73.13167579,-9.141459474,-0.619487484,206,3493
3494,mp-998900,-18.02069029,-9.010345145,0.146200904,348,3494
3495,mp-998947,-36.5519635,-9.137990875,-0.208435833,246,3495
3496,mp-998986,-30.38924098,-7.597310245,-0.320172951,144,3496
3497,mp-999204,-19.01617892,-4.75404473,-0.361745581,94,3497
3498,mp-999503,-38.84016841,-9.710042103,-0.310988439,262,3498
3499,mvc-13747,-29.74209939,-5.948419878,0.327788236,152,3499
3500,mp-10,-4.53204496,-4.53204496,0.1264631,80,3500
3501,mp-10014,-23.27507461,-7.758358203,-1.490439199,18,3501
3502,mp-1001571,-31.88429444,-6.376858888,-2.282307652,136,3502
3503,mp-1001826,-19.08958416,-9.54479208,-1.027377901,225,3503
3504,mp-10058,-38.70263665,-6.450439442,-0.413217785,199,3504
3505,mp-1007730,-22.68221549,-5.670553873,-0.372075808,105,3505
3506,mp-1007907,-17.35682831,-4.339207078,-1.035287183,29,3506
3507,mp-1008488,-19.42207307,-4.855518268,-0.324066608,86,3507
3508,mp-1008489,-6.55097946,-3.27548973,1.153847754,84,3508
3509,mp-1008500,-23.55138029,-5.887845073,-2.805526923,67,3509
3510,mp-1008557,-30.92893453,-7.732233633,-1.149755921,258,3510
3511,mp-1008733,-8.58345337,-4.291726685,0.325784945,49,3511
3512,mp-1008912,-7.54385674,-3.77192837,2.257721068,131,3512
3513,mp-1008922,-10.3903991,-5.19519955,0.830639879,205,3513
3514,mp-1009006,-8.15015296,-2.716717653,-0.225506422,43,3514
3515,mp-1009077,-11.82069785,-5.910348925,-0.055832074,177,3515
3516,mp-1009221,-7.10015712,-3.55007856,1.082269036,22,3516
3517,mp-1009230,-11.56718719,-5.783593595,-1.07026796,73,3517
3518,mp-1009583,-11.57173485,-5.785867425,-1.066163823,62,3518
3519,mp-1009653,-19.84723028,-6.615743427,0.201924032,61,3519
3520,mp-1009657,-20.18410328,-6.728034427,-0.759898723,91,3520
3521,mp-1009769,-15.75735496,-7.87867748,0.734753169,239,3521
3522,mp-1011031,-10.08415493,-5.042077465,-0.708419703,50,3522
3523,mp-1013587,-15.36046707,-3.072093414,-0.50383811,182,3523
3524,mp-10142,-67.70072364,-9.671531949,-0.772832748,296,3524
3525,mp-1014231,-21.70718922,-7.23572974,-0.177786358,109,3525
3526,mp-1014993,-104.3873398,-8.698944981,-0.161867579,207,3526
3527,mp-10163,-28.07293014,-3.509116268,-0.673016094,22,3527
3528,mp-1016820,-27.75526562,-5.551053124,-1.885815663,66,3528
3529,mp-1016831,-24.97390695,-4.99478139,-0.618970221,176,3529
3530,mp-1016843,-32.50426123,-6.500852246,-1.388606891,184,3530
3531,mp-10173,-3.81279734,-1.90639867,0.002524183,14,3531
3532,mp-10175,-19.82403045,-3.96480609,-2.709155664,43,3532
3533,mp-1017626,-26.33049552,-5.266099104,-3.632091906,85,3533
3534,mp-1018025,-26.72083715,-6.680209288,-2.719006659,123,3534
3535,mp-1018085,-26.69505369,-6.673763423,-0.229355449,154,3535
3536,mp-1018636,-28.17247486,-5.634494972,0.115210152,131,3536
3537,mp-1018672,-34.6957342,-5.782622367,-0.307511062,145,3537
3538,mp-1018804,-37.64143147,-6.273571912,-0.904343177,115,3538
3539,mp-1018828,-55.87016513,-9.311694188,-2.415241979,106,3539
3540,mp-1019319,-56.04509427,-9.340849045,-0.184302996,245,3540
3541,mp-1019324,-28.85040174,-4.80840029,-1.168077637,59,3541
3542,mp-1019358,-41.67408577,-6.945680962,-1.763895569,99,3542
3543,mp-1019550,-110.0973938,-6.881087114,-0.815619896,191,3543
3544,mp-1020011,-131.0625245,-5.242500982,-1.322368134,87,3544
3545,mp-1021499,-46.751799,-3.89598325,0.002125023,76,3545
3546,mp-1023213,-16.09482931,-2.011853664,0.270674946,35,3546
3547,mp-1024954,-28.95979003,-4.826631672,-0.601994832,72,3547
3548,mp-1024955,-34.32364241,-5.720607068,-0.824033558,82,3548
3549,mp-1024957,-25.3355617,-4.222593617,-0.285332149,99,3549
3550,mp-10250,-26.92602846,-5.385205692,-3.767296875,69,3550
3551,mp-1025170,-56.93402107,-8.133431581,-0.933042855,225,3551
3552,mp-1025203,-46.10831371,-6.586901959,-1.036029421,67,3552
3553,mp-1025241,-32.62438739,-4.66062677,-0.383167378,77,3553
3554,mp-1025280,-39.71806818,-5.67400974,-2.986781114,78,3554
3555,mp-1025421,-50.89129129,-6.361411411,-1.997741691,66,3555
3556,mp-1025431,-52.70192912,-6.58774114,-1.193446047,93,3556
3557,mp-1029269,-77.87416084,-6.489513403,-0.285851251,138,3557
3558,mp-1029337,-45.0419926,-9.00839852,-1.709147097,147,3558
3559,mp-1029420,-65.58239035,-5.465199196,-0.118091177,43,3559
3560,mp-1029799,-112.9368569,-6.274269829,-1.111729095,73,3560
3561,mp-1039123,-5.66712552,-1.41678138,0.21268029,18,3561
3562,mp-1039385,-11.42310709,-1.903851182,0.028517084,17,3562
3563,mp-10446,-56.24653171,-6.249614634,-0.687254824,73,3563
3564,mp-1048,-28.9346775,-7.233669375,-0.396232055,152,3564
3565,mp-1059,-6.32792842,-3.16396421,-0.326791215,52,3565
3566,mp-10627,-9.51378513,-4.756892565,-2.175657005,137,3566
3567,mp-1066,-10.89964946,-5.44982473,-0.703791,94,3567
3568,mp-10695,-7.01868161,-3.509340805,-1.143115569,68,3568
3569,mp-10716,-34.93129153,-6.986258306,-0.429879551,191,3569
3570,mp-10746,-44.65912476,-3.72159373,-0.235793314,98,3570
3571,mp-10887,-23.20293705,-5.800734263,-0.325440778,134,3571
3572,mp-1099,-44.05244273,-5.506555341,-0.307888626,136,3572
3573,mp-11220,-34.92671364,-5.82111894,-0.350947593,70,3573
3574,mp-11252,-16.04175658,-5.347252193,-0.110762343,124,3574
3575,mp-11270,-69.5669912,-5.797249267,-0.2504052,163,3575
3576,mp-11388,-12.664366,-6.332183,-0.39892283,217,3576
3577,mp-11413,-28.0420176,-4.6736696,-0.544119952,74,3577
3578,mp-11431,-51.08260508,-4.256883757,-0.482987741,85,3578
3579,mp-11492,-22.15653061,-5.539132653,-0.520910378,104,3579
3580,mp-11507,-34.38049021,-6.876098042,-0.083113574,223,3580
3581,mp-11594,-48.38115959,-8.063526598,-0.621031317,225,3581
3582,mp-1164,-17.19295028,-8.59647514,-0.276161105,139,3582
3583,mp-11800,-37.20429172,-5.314898817,-0.270813203,95,3583
3584,mp-11824,-24.85463189,-4.970926378,-1.098097127,63,3584
3585,mp-1200,-40.28500924,-6.714168207,-0.018175694,148,3585
3586,mp-12062,-14.61987233,-4.873290777,0.52381267,134,3586
3587,mp-12118,-21.30710988,-3.55118498,0.098847377,92,3587
3588,mp-12631,-37.1001156,-7.42002312,-2.462603606,176,3588
3589,mp-12651,-36.37813303,-4.547266629,-0.713364815,115,3589
3590,mp-12703,-38.74916867,-4.305463186,-0.365402669,77,3590
3591,mp-1279,-67.61531093,-11.26921849,-1.364093755,307,3591
3592,mp-12806,-22.83503598,-3.80583933,-0.09820137,49,3592
3593,mp-12899,-23.32460245,-5.831150613,-0.82825085,92,3593
3594,mp-1291,-14.32913308,-3.58228327,-0.376664273,54,3594
3595,mp-13007,-60.05689398,-6.005689398,-0.348393097,87,3595
3596,mp-13100,-29.46908886,-7.367272215,-0.102682648,246,3596
3597,mp-13306,-11.40480435,-3.80160145,-0.382830259,65,3597
3598,mp-13311,-11.46925415,-3.823084717,-0.472228479,47,3598
3599,mp-1373,-71.98443657,-8.998054571,-0.267697884,172,3599
3600,mp-13815,-52.60719097,-5.260719097,-3.624317422,31,3600
3601,mp-141,-3.05186078,-1.52593039,0.013664883,15,3601
3602,mp-14753,-547.4597802,-5.702706044,-0.950195543,83,3602
3603,mp-1482,-61.87818729,-6.187818729,-0.521392979,108,3603
3604,mp-1513,-105.2199349,-6.189407932,-0.791832692,130,3604
3605,mp-1523,-89.02465192,-7.418720993,-0.960630209,127,3605
3606,mp-15661,-112.8174614,-8.0583901,-0.485506403,112,3606
3607,mp-15702,-55.68962918,-6.961203648,-0.27905112,246,3607
3608,mp-158,-18.53911186,-4.634777965,0.023730095,19,3608
3609,mp-16506,-14.15415174,-2.830830348,-0.187246304,39,3609
3610,mp-16765,-34.37353858,-6.874707716,-1.11564992,27,3610
3611,mp-1682,-61.96550595,-7.745688244,-1.142583899,118,3611
3612,mp-1683,-46.45560073,-5.806950091,-1.048091326,16,3612
3613,mp-16913,-107.6605483,-4.485856177,-0.836195178,29,3613
3614,mp-1716,-131.4744199,-6.573720995,-1.090917889,233,3614
3615,mp-18105,-80.49390173,-3.353912572,-0.401983016,9,3615
3616,mp-1849,-75.836775,-8.426308333,-0.514075399,194,3616
3617,mp-18695,-134.331929,-8.395745561,-0.011509723,184,3617
3618,mp-18717,-36.2522689,-7.25045378,-2.885087014,195,3618
3619,mp-18721,-168.0868996,-7.640313619,-2.594137015,112,3619
3620,mp-18746,-66.1776474,-7.353071933,-3.184575759,127,3620
3621,mp-18766,-87.11712334,-6.222651667,-1.988695077,199,3621
3622,mp-18802,-62.6321696,-6.959129956,-2.923027926,115,3622
3623,mp-1885,-14.50196539,-7.250982695,-0.95897957,229,3623
3624,mp-19048,-87.71372544,-7.30947712,-2.724683924,56,3624
3625,mp-19102,-44.20648078,-6.31521154,-2.586937051,111,3625
3626,mp-19299,-80.43383028,-8.043383028,-2.632096124,181,3626
3627,mp-19407,-92.71472203,-7.726226836,-2.214452725,127,3627
3628,mp-19420,-68.85391897,-6.885391897,-2.979694126,127,3628
3629,mp-19740,-54.81490318,-6.090544798,-0.994322766,101,3629
3630,mp-19777,-16.52495379,-3.304990758,0.014457116,41,3630
3631,mp-1984,-46.55212986,-7.75868831,-1.490769305,29,3631
3632,mp-19870,-28.97943014,-7.244857535,-0.135862275,174,3632
3633,mp-19896,-35.18588745,-4.398235931,-1.143247637,42,3633
3634,mp-19917,-39.0300005,-6.505000083,-0.800202678,35,3634
3635,mp-19929,-16.60437518,-4.151093795,-0.174037983,104,3635
3636,mp-19940,-58.9441776,-7.3680222,-0.497590085,140,3636
3637,mp-19970,-140.3143446,-5.011226594,-1.787944932,78,3637
3638,mp-19991,-41.10249291,-3.425207743,-0.44642389,48,3638
3639,mp-2006,-76.169303,-9.521162875,-0.499788143,237,3639
3640,mp-20082,-71.94631822,-6.540574384,-0.70378485,170,3640
3641,mp-20086,-33.47454866,-5.579091443,0.1363407,64,3641
3642,mp-20097,-29.1620028,-5.83240056,0.39801594,111,3642
3643,mp-20201,-47.87528119,-3.989606766,-0.649640501,59,3643
3644,mp-20257,-59.25471835,-4.937893196,-0.335701866,88,3644
3645,mp-20350,-43.77538099,-7.295896832,-0.315272013,136,3645
3646,mp-20352,-64.36173249,-5.85106659,-2.511587248,87,3646
3647,mp-20422,-33.92233824,-5.65372304,-0.42525928,19,3647
3648,mp-20440,-25.41621392,-6.35405348,-0.175642217,146,3648
3649,mp-20525,-136.973366,-5.707223583,-1.614747181,60,3649
3650,mp-20557,-80.48545101,-6.707120918,-0.817358547,112,3650
3651,mp-2057,-19.649519,-6.549839667,-0.561316959,167,3651
3652,mp-20697,-81.4737373,-6.789478108,-0.637304103,135,3652
3653,mp-20698,-30.3700085,-5.061668083,-0.503085181,54,3653
3654,mp-20716,-54.54020261,-5.454020261,-1.464920774,35,3654
3655,mp-20949,-87.37129035,-7.280940863,-0.492634554,165,3655
3656,mp-21040,-97.91529214,-8.159607678,-0.306140343,158,3656
3657,mp-21139,-41.95654377,-5.993791967,-0.82154205,19,3657
3658,mp-21197,-14.87474438,-3.718686095,-0.462887495,53,3658
3659,mp-2126,-39.74075142,-9.935187855,-0.817068848,276,3659
3660,mp-21313,-80.68692409,-8.068692409,-0.120696579,208,3660
3661,mp-21340,-93.43520436,-7.78626703,-0.904398993,177,3661
3662,mp-21342,-63.04343383,-7.880429229,-0.070588356,163,3662
3663,mp-214,-19.10770361,-9.553851805,-0.642806935,183,3663
3664,mp-21474,-43.06326776,-8.612653552,-0.724247924,92,3664
3665,mp-22646,-58.63835664,-4.88652972,-0.518310517,128,3665
3666,mp-22749,-129.4705918,-9.247899417,-0.067603418,220,3666
3667,mp-22782,-17.17283652,-5.72427884,0.1647777,83,3667
3668,mp-22787,-47.01246561,-7.835410935,-0.381416023,237,3668
3669,mp-22876,-35.18837319,-2.199273324,-0.832415933,5,3669
3670,mp-22907,-10.1963759,-5.09818795,-0.85158634,53,3670
3671,mp-22964,-25.66023688,-4.276706147,-2.14770926,80,3671
3672,mp-2310,-49.79804255,-4.149836879,-0.85994564,103,3672
3673,mp-23157,-7.67946817,-3.839734085,0.046682295,41,3673
3674,mp-23173,-8.46218843,-1.410364738,-0.293149022,3,3674
3675,mp-23188,-18.61759444,-3.102932407,0.02699554,41,3675
3676,mp-23264,-62.74640532,-3.921650333,-0.804880324,4,3676
3677,mp-23350,-30.16065583,-3.351183981,-1.622841568,11,3677
3678,mp-23791,-170.507984,-6.089570858,-1.92734271,13,3678
3679,mp-24201,-8.43000582,-2.81000194,0.50748579,79,3679
3680,mp-2466,-13.75628622,-4.58542874,-0.880366113,104,3680
3681,mp-253,-43.2095509,-7.201591817,-0.351890252,142,3681
3682,mp-2542,-28.41216655,-7.103041638,-3.110502471,208,3682
3683,mp-2552,-42.424747,-5.303093375,-1.333019041,90,3683
3684,mp-2553,-17.94825011,-5.982750037,-0.170746537,128,3684
3685,mp-2602,-12.43377586,-6.21688793,-1.503562295,68,3685
3686,mp-2643,-40.96305109,-5.851864441,-0.125866556,132,3686
3687,mp-27207,-24.59743243,-3.513918919,-2.252047816,22,3687
3688,mp-27219,-168.3823274,-6.013654549,-2.17971784,49,3688
3689,mp-27226,-64.26372302,-5.355310252,-1.599925975,93,3689
3690,mp-27227,-47.57802285,-3.964835238,-0.815195077,74,3690
3691,mp-27418,-17.39164468,-4.34791117,-1.129008314,40,3691
3692,mp-2783,-61.62053009,-10.27008835,-0.55710661,215,3692
3693,mp-27831,-39.12436215,-4.34715135,-2.343609724,9,3693
3694,mp-27834,-28.90299389,-3.211443766,-1.176186053,11,3694
3695,mp-27861,-69.83334603,-9.97619229,-0.467909546,193,3695
3696,mp-28017,-374.1483084,-6.928672377,-2.87636257,74,3696
3697,mp-28044,-38.0054443,-4.750680538,-2.691527706,12,3697
3698,mp-2853,-11.35913148,-5.67956574,-0.189284686,209,3698
3699,mp-28568,-91.95902982,-3.831626243,-1.242936272,24,3699
3700,mp-28591,-18.86515664,-2.695022377,-0.355151982,15,3700
3701,mp-28602,-18.00871373,-3.601742746,-1.714505654,37,3701
3702,mp-28835,-36.82897541,-3.682897541,-1.12021371,16,3702
3703,mp-29136,-141.832415,-5.065443391,-0.622809929,61,3703
3704,mp-29752,-47.74273893,-5.967842366,-0.333055154,196,3704
3705,mp-29826,-109.7908571,-6.861928568,-0.264134867,73,3705
3706,mp-29973,-44.2929755,-5.536621938,-0.715645217,39,3706
3707,mp-30042,-30.64706248,-3.83088281,-0.238771187,42,3707
3708,mp-30161,-116.1092992,-8.29352137,-0.881601387,128,3708
3709,mp-30360,-13.43585384,-3.35896346,-0.115802068,74,3709
3710,mp-30395,-18.14280191,-4.535700478,-0.627721499,100,3710
3711,mp-30452,-16.29300806,-5.431002687,-0.67332768,80,3711
3712,mp-30461,-38.27278994,-4.784098743,-0.29610379,84,3712
3713,mp-30482,-9.07303684,-2.26825921,-0.178248929,48,3713
3714,mp-30528,-89.26187541,-4.463093771,-1.406111306,34,3714
3715,mp-30580,-13.94795398,-3.486988495,-0.257992367,53,3715
3716,mp-30591,-13.24557038,-3.311392595,-0.334055756,52,3716
3717,mp-30613,-28.53194087,-4.755323478,-0.571318558,60,3717
3718,mp-30655,-257.7744762,-4.603115646,-0.395712063,132,3718
3719,mp-30673,-54.34448011,-5.434448011,-0.459572923,91,3719
3720,mp-30847,-20.45294599,-6.817648663,-0.831563487,137,3720
3721,mp-30877,-14.86021548,-2.47670258,-0.339106882,13,3721
3722,mp-31043,-152.1799804,-4.755624386,-1.381592416,29,3722
3723,mp-31118,-173.7609882,-8.688049408,-3.93061981,162,3723
3724,mp-31185,-30.59298947,-7.648247368,-0.186778272,196,3724
3725,mp-316,-18.81383999,-9.406919995,-0.284888675,243,3725
3726,mp-3250,-46.55408723,-4.655408723,-0.260359714,41,3726
3727,mp-3340,-31.61508439,-7.903771098,-0.448773923,203,3727
3728,mp-3398,-27.06305851,-5.412611702,-0.525201524,68,3728
3729,mp-3428,-29.86387595,-5.97277519,-0.587468402,135,3729
3730,mp-34477,-44.1737609,-5.521720113,-2.128573847,49,3730
3731,mp-35143,-63.31225909,-6.331225909,-1.843376815,48,3731
3732,mp-3582,-273.185957,-6.829648924,-0.147805556,158,3732
3733,mp-3591,-37.01569185,-7.40313837,-0.710525864,155,3733
3734,mp-36033,-22.72467523,-7.574891743,-4.092520161,122,3734
3735,mp-365,-116.0478885,-5.802394424,-0.139502727,159,3735
3736,mp-3668,-33.4804325,-4.185054063,-0.097482529,65,3736
3737,mp-3689,-81.72797817,-6.810664848,-0.163864009,150,3737
3738,mp-3717,-37.45078324,-7.490156648,-0.84698268,164,3738
3739,mp-4195,-28.39320124,-5.678640248,-0.624695197,120,3739
3740,mp-426,-21.78411805,-5.446029513,-0.143914876,168,3740
3741,mp-4275,-30.68363431,-6.136726862,-0.953239329,131,3741
3742,mp-4367,-17.82149886,-4.455374715,0.037257815,37,3742
3743,mp-4448,-34.46326588,-6.892653176,-0.418539252,80,3743
3744,mp-4474,-84.35357177,-6.48873629,-1.324010633,74,3744
3745,mp-4505,-30.70124249,-6.140248498,-0.839034631,62,3745
3746,mp-4692,-31.29723189,-6.259446378,-0.856804028,121,3746
3747,mp-4817,-40.89164124,-5.111455155,-0.583878667,94,3747
3748,mp-4893,-72.46954715,-9.058693394,-0.775334809,138,3748
3749,mp-505332,-41.15573796,-6.85928966,-0.58305806,38,3749
3750,mp-505527,-273.1746295,-7.588184154,-0.791647841,142,3750
3751,mp-505782,-155.209399,-5.543192821,-2.365127608,22,3751
3752,mp-506,-8.26338512,-4.13169256,-0.745001132,94,3752
3753,mp-519,-15.75140451,-7.875702255,-0.165497458,22,3753
3754,mp-522,-7.46908845,-3.734544225,-0.04800012,135,3754
3755,mp-530274,-423.8327524,-5.805928115,-0.050890086,186,3755
3756,mp-5305,-53.63824978,-4.469854148,-0.392952616,67,3756
3757,mp-5373,-199.6620632,-9.075548325,-3.762647119,186,3757
3758,mp-5400,-39.49379624,-7.898759248,-0.385412348,146,3758
3759,mp-5407,-28.35632588,-7.08908147,-0.624765405,178,3759
3760,mp-541,-80.16720321,-10.0209004,-0.095317545,185,3760
3761,mp-5419,-18.80906456,-4.70226614,-0.501382862,126,3761
3762,mp-545820,-46.11312401,-5.764140501,-1.645160277,34,3762
3763,mp-5491,-20.44702814,-5.111757035,-0.24799569,120,3763
3764,mp-5518,-29.3314537,-3.666431713,-0.45332123,50,3764
3765,mp-5519,-29.67635679,-4.946059465,-0.788125452,83,3765
3766,mp-5538,-24.31693464,-6.07923366,-0.876397781,108,3766
3767,mp-555229,-101.8662038,-5.659233542,-1.007093958,15,3767
3768,mp-555599,-51.73878428,-4.311565357,-0.525467088,74,3768
3769,mp-556125,-163.3023633,-5.83222726,-2.2207173,46,3769
3770,mp-556546,-29.75460867,-4.250658381,-2.605112634,47,3770
3771,mp-557533,-48.91254982,-4.891254982,-2.883643518,79,3771
3772,mp-558781,-114.3070663,-9.525588855,-3.663437478,177,3772
3773,mp-559959,-31.46581269,-4.495116099,-2.655460888,40,3773
3774,mp-560927,-514.94687,-8.582447834,-3.811351867,122,3774
3775,mp-561419,-48.76564276,-6.966520394,-1.177096273,90,3775
